x,y,edge_id,subtype,method,type,ai,info,info_bits,info_cond,cplx,n_xy_ai,info_shifted,info_shifted_bits,ort_inferred,is_causal,sign,partial_correlation,p_y2x,p_x2y,weight
stk11,smad7,smad7---stk11,luma,ARACNE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04741396376019935
pms2,jag1,jag1---pms2,luma,ARACNE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04729577738454882
map4,myc,map4---myc,luma,ARACNE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04724622912024134
ptprm,hsd17b4,hsd17b4---ptprm,luma,ARACNE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04721340905793436
abcc1,ctcf,abcc1---ctcf,luma,ARACNE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04714660169044737
mmp27,spry2,mmp27---spry2,luma,ARACNE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04705624187135537
cdkn1b,fbxw7,cdkn1b---fbxw7,luma,ARACNE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04705464899579148
runx1,heyl,heyl---runx1,luma,ARACNE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04704099956712238
bmp4,akr1c2,akr1c2---bmp4,luma,ARACNE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04703609507242223
hes2,col6a3,col6a3---hes2,luma,ARACNE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04696173835122153
pik3r3,akr1c4,akr1c4---pik3r3,luma,ARACNE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04671370122024854
tgfbr3,akr1c4,akr1c4---tgfbr3,luma,ARACNE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04667849846845762
ncor2,mmp19,mmp19---ncor2,luma,ARACNE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04665663686250454
st7,serpini1,serpini1---st7,luma,ARACNE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04654674318465712
ncor1,abcc1,abcc1---ncor1,luma,ARACNE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04641198135724878
taf1,arid5b,arid5b---taf1,luma,ARACNE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0463986100255731
tsc2,hsd17b6,hsd17b6---tsc2,luma,ARACNE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04639725811415829
acvr2a,maml1,acvr2a---maml1,luma,ARACNE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04635958994708122
foxp1,ncoa2,foxp1---ncoa2,luma,ARACNE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04628613542254545
hsd17b6,pms2,hsd17b6---pms2,luma,ARACNE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04628347022039669
mtor,eif4e,eif4e---mtor,luma,ARACNE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04628299496194632
mmp24,map3k5,map3k5---mmp24,luma,ARACNE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04627184220544134
map2k4,igf1,igf1---map2k4,luma,ARACNE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04626537273746045
map2k2,pdgfa,map2k2---pdgfa,luma,ARACNE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.045895385464366
pdgfra,abcc1,abcc1---pdgfra,luma,ARACNE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04587666414903602
acvr2a,ackr3,ackr3---acvr2a,luma,ARACNE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04579984275023907
arid1a,map2k2,arid1a---map2k2,luma,ARACNE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04579412106241243
ncstn,gldc,gldc---ncstn,luma,ARACNE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04576140736360123
casp9,fbxw7,casp9---fbxw7,luma,ARACNE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04553676924355354
src,bmf,bmf---src,luma,ARACNE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04550388941601913
pbrm1,akr1c4,akr1c4---pbrm1,luma,ARACNE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04527306391792418
ncstn,prkcq,ncstn---prkcq,luma,ARACNE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04523984788701973
afdn,map3k5,afdn---map3k5,luma,ARACNE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04521788386062297
tbx3,notch2,notch2---tbx3,luma,ARACNE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04514177830026522
spen,heyl,heyl---spen,luma,ARACNE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.045126077346759
arid1a,myc,arid1a---myc,luma,ARACNE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04506684672723082
casp9,mapk14,casp9---mapk14,luma,ARACNE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04478196260018929
maml3,tsc2,maml3---tsc2,luma,ARACNE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04477274450396074
mmp11,src,mmp11---src,luma,ARACNE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04474842580131444
casp9,eif5a2,casp9---eif5a2,luma,ARACNE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04471435838259996
eif4e,setd2,eif4e---setd2,luma,ARACNE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04458468954162864
afdn,kdm6a,afdn---kdm6a,luma,ARACNE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04456535998413447
myh9,mmp11,mmp11---myh9,luma,ARACNE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04455512575455778
mlst8,akr1c2,akr1c2---mlst8,luma,ARACNE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04454929646501693
sf3b1,ncstn,ncstn---sf3b1,luma,ARACNE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04448235644891785
prr16,rbl2,prr16---rbl2,luma,ARACNE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04446529088431106
asxl2,map3k5,asxl2---map3k5,luma,ARACNE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04436247135428406
asxl2,hsd17b6,asxl2---hsd17b6,luma,ARACNE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04434572673833603
utrn,eif4e,eif4e---utrn,luma,ARACNE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04434412129873344
pms2,itgav,itgav---pms2,luma,ARACNE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04431803168996495
mlst8,akr1c4,akr1c4---mlst8,luma,ARACNE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04430896690563646
map2k2,jag1,jag1---map2k2,luma,ARACNE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04419415072878152
syne1,casp8,casp8---syne1,luma,ARACNE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04415045340599999
prr16,tbx3,prr16---tbx3,luma,ARACNE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04397442229593018
sox9,hey1,hey1---sox9,luma,ARACNE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04396337938075057
akt1s1,vegfb,akt1s1---vegfb,luma,ARACNE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04395979468200739
wfdc2,acvr1,acvr1---wfdc2,luma,ARACNE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04395525911422204
spaca1,jak1,jak1---spaca1,luma,ARACNE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04394278739251067
taf1,ctcf,ctcf---taf1,luma,ARACNE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04393842324253771
tbl1xr1,prkcq,prkcq---tbl1xr1,luma,ARACNE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0439045549164625
smarcd1,stat3,smarcd1---stat3,luma,ARACNE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04390355840161941
mmp3,akr1c2,akr1c2---mmp3,luma,ARACNE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04372114537774951
mmp27,igf1,igf1---mmp27,luma,ARACNE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04362127422312856
mapk3,acvr1,acvr1---mapk3,luma,ARACNE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04355886677384202
maml3,fbxw7,fbxw7---maml3,luma,ARACNE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04353774769122598
eif5a2,large1,eif5a2---large1,luma,ARACNE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04324859591498509
notch2,pik3r1,notch2---pik3r1,luma,ARACNE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04324457160690898
ncor1,setd2,ncor1---setd2,luma,ARACNE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0432216021327898
ncor1,dab2,dab2---ncor1,luma,ARACNE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04320917744071018
acvr2b,hsd17b6,acvr2b---hsd17b6,luma,ARACNE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0431255367706056
mmp24,hey1,hey1---mmp24,luma,ARACNE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04310464359427435
ncor1,mmp3,mmp3---ncor1,luma,ARACNE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04298738255335976
mapk14,hsd17b6,hsd17b6---mapk14,luma,ARACNE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04288434692193288
mmp13,prkcq,mmp13---prkcq,luma,ARACNE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04285016037190914
map4,pdgfa,map4---pdgfa,luma,ARACNE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0428470385905273
pms2,runx1,pms2---runx1,luma,ARACNE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04281657061319777
cacna2d3,gldc,cacna2d3---gldc,luma,ARACNE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04281621243717382
arid5b,spry2,arid5b---spry2,luma,ARACNE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04281061068637903
ptprm,smad7,ptprm---smad7,luma,ARACNE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04280992492891578
casp8,arid5b,arid5b---casp8,luma,ARACNE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04279046291716781
taf1,rbl2,rbl2---taf1,luma,ARACNE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04275403878476425
taf1,sf3b1,sf3b1---taf1,luma,ARACNE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04273721461780688
myh9,heyl,heyl---myh9,luma,ARACNE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04268277442699908
afdn,smad7,afdn---smad7,luma,ARACNE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04257724406226515
kmt2d,map2k2,kmt2d---map2k2,luma,ARACNE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04251654435619212
palb2,nr2f1,nr2f1---palb2,luma,ARACNE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04243953044848148
utrn,myh9,myh9---utrn,luma,ARACNE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04243416702459246
afdn,ctcf,afdn---ctcf,luma,ARACNE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04238896516701196
runx1,col6a3,col6a3---runx1,luma,ARACNE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04219527916780841
acvr2b,mlst8,acvr2b---mlst8,luma,ARACNE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04217610959760876
mapk14,jag1,jag1---mapk14,luma,ARACNE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04215728450700684
itgav,src,itgav---src,luma,ARACNE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04207296712806396
csf1r,spry2,csf1r---spry2,luma,ARACNE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04206484910317965
wwox,st7,st7---wwox,luma,ARACNE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04204816935462752
afdn,itgav,afdn---itgav,luma,ARACNE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04203394927711024
cxcr1,nr1i2,cxcr1---nr1i2,luma,ARACNE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04198051588386864
map4,spry2,map4---spry2,luma,ARACNE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04182014055354699
acvr2b,ncor2,acvr2b---ncor2,luma,ARACNE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0417671587643218
syne1,runx1,runx1---syne1,luma,ARACNE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04176299697658603
prkcq,jag1,jag1---prkcq,luma,ARACNE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04169168663448008
acvr2a,cyp11a1,acvr2a---cyp11a1,luma,ARACNE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04168197044674127
hdac9,akt3,akt3---hdac9,luma,ARACNE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04167059972683606
afdn,akr1c4,afdn---akr1c4,luma,ARACNE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04165420367384431
acvr2b,akr1c4,acvr2b---akr1c4,luma,ARACNE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04164800453349748
asxl2,map4,asxl2---map4,luma,ARACNE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0413623417312472
cyp19a1,cxcr1,cxcr1---cyp19a1,luma,ARACNE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04135520436875595
erbb4,akr1c4,akr1c4---erbb4,luma,ARACNE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04132932535833955
erbb4,eif4e,eif4e---erbb4,luma,ARACNE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04128857331727342
clk3,erbb4,clk3---erbb4,luma,ARACNE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04126921417547535
acvr2b,mmp19,acvr2b---mmp19,luma,ARACNE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04126860227223261
pbrm1,birc6,birc6---pbrm1,luma,ARACNE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04126789171050582
pik3r1,nfkb1,nfkb1---pik3r1,luma,ARACNE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04126626729725302
mmp14,mmp11,mmp11---mmp14,luma,ARACNE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04122357666415688
jak1,erbb4,erbb4---jak1,luma,ARACNE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0410124250558237
cyp11a1,col6a3,col6a3---cyp11a1,luma,ARACNE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04092066119763338
map4,itgav,itgav---map4,luma,ARACNE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04091281739483143
tsc2,hes1,hes1---tsc2,luma,ARACNE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04088894882210603
cacna2d3,tgfbr3,cacna2d3---tgfbr3,luma,ARACNE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04082199452025481
flt3,hsd3b1,flt3---hsd3b1,luma,ARACNE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04082199452025481
tbl1xr1,gpr32,gpr32---tbl1xr1,luma,ARACNE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04082199452025481
inhbc,inha,inha---inhbc,luma,ARACNE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04082199452025481
dll4,ptprm,dll4---ptprm,luma,ARACNE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04082199452025481
or6a2,maml1,maml1---or6a2,luma,ARACNE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04082199452025481
mmp21,pbrm1,mmp21---pbrm1,luma,ARACNE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04082199452025481
rassf1,apaf1,apaf1---rassf1,luma,ARACNE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04082199452025481
dph1,taf1,dph1---taf1,luma,ARACNE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04082199452025481
smad1,pms2,pms2---smad1,luma,ARACNE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04082199452025481
adam10,fn1,adam10---fn1,luma,ARACNE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04082199452025481
mmp13,myh9,mmp13---myh9,luma,ARACNE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04082199452025481
arl11,map2k2,arl11---map2k2,luma,ARACNE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04082199452025481
birc6,jak2,birc6---jak2,luma,ARACNE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04082199452025481
mapk14,pik3r3,mapk14---pik3r3,luma,ARACNE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04082199452025481
cyp3a4,hsd3b1,cyp3a4---hsd3b1,luma,ARACNE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04082199452025481
pdgfra,pik3r1,pdgfra---pik3r1,luma,ARACNE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04082199452025481
map4,akr1c4,akr1c4---map4,luma,ARACNE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04082199452025481
rbl2,kdm6a,kdm6a---rbl2,luma,ARACNE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04082199452025481
maml1,arid5b,arid5b---maml1,luma,ARACNE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04082199452025481
myh9,rps6kb2,myh9---rps6kb2,luma,ARACNE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04082199452025481
ptprm,arid2,arid2---ptprm,luma,ARACNE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04082199452025481
adam10,rps6kb2,adam10---rps6kb2,luma,ARACNE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04080278155100547
mmp19,map2k2,map2k2---mmp19,luma,ARACNE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04067140436557537
mapk14,nf2,mapk14---nf2,luma,ARACNE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04057570887977491
akap9,apaf1,akap9---apaf1,luma,ARACNE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04052460282836456
psen2,jak2,jak2---psen2,luma,ARACNE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04050181999750268
tnk2,arid5b,arid5b---tnk2,luma,ARACNE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04049831596994657
acvr2a,smarcd1,acvr2a---smarcd1,luma,ARACNE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04047736638635157
casp8,kdm6a,casp8---kdm6a,luma,ARACNE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04046266422871358
rbl2,maml1,maml1---rbl2,luma,ARACNE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0402973278645744
sdc4,shank2,sdc4---shank2,luma,ARACNE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04028255074496467
st7,src,src---st7,luma,ARACNE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04026239888776928
runx1,map2k2,map2k2---runx1,luma,ARACNE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.040252837653318
taf1,eif4e,eif4e---taf1,luma,ARACNE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04023397927422234
abcc1,spry2,abcc1---spry2,luma,ARACNE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04012852617610818
akr1c2,spry2,akr1c2---spry2,luma,ARACNE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04011691505771342
bmp4,col6a3,bmp4---col6a3,luma,ARACNE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04011690570797643
tnk2,nfkb1,nfkb1---tnk2,luma,ARACNE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0401152479017064
st7,pdgfa,pdgfa---st7,luma,ARACNE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04011509601067775
ncor1,spry2,ncor1---spry2,luma,ARACNE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0401141666273368
mmp24,col6a3,col6a3---mmp24,luma,ARACNE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04009831927191598
acvr2b,fgf1,acvr2b---fgf1,luma,ARACNE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03979254625949213
stk11,thsd7a,stk11---thsd7a,luma,ARACNE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03978070878993467
akt1s1,ncstn,akt1s1---ncstn,luma,ARACNE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03976522794769277
hsd17b6,ncor2,hsd17b6---ncor2,luma,ARACNE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0397356720056754
cyp21a2,myc,cyp21a2---myc,luma,ARACNE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0397281013376034
afdn,mmp3,afdn---mmp3,luma,ARACNE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03969896000992179
birc6,foxp1,birc6---foxp1,luma,ARACNE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03969249196082103
adam10,myc,adam10---myc,luma,ARACNE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03945082707916114
taf1,spry2,spry2---taf1,luma,ARACNE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0394252503675494
